Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Qual seu meio de transporte predominante que utiliza para a Universidade?,"Em média, quanto tempo você demora para chegar à Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
20/03/2023 09:33:01,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2020,UNOESC,"Iniciação científica, PET, Monitoria, Projeto de extensão",,2023,UFPR,10,UNIEDU,2,1,Sim,"SPSS, Jamovi",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,162,58,05/07/1999,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,A pé,10,8,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin",Sim,7,"Caminhada, Corrida, Musculação, Pilates, Yoga",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
20/03/2023 09:33:44,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Humanas,2019,UFPR,"Iniciação científica, Projeto de extensão",,,,1,Não,1,0,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Sim,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,164,58,27/10/1988,autônoma,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,A pé,15,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
20/03/2023 09:34:01,UTFPR,ET - Exatas,Mestrado Profissional,Ciências Exatas,2018,UTFPR,PBID,,,,0,Não,2,0,Sim,R,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,169,69,22/04/1993,Servidor público,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,130,0,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram",Sim,3,"Corrida, Musculação, Futebol",26,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
20/03/2023 09:34:29,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2008,UNICASTELO - SP,Não participei,2020,2022,UFMT - Universidade Federal de Mato Grosso,0,Não,1,1,Sim,"R, SAS, SIS VAR",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,175,80,02/09/1985,Funcionário público municipal,Com os pais,2,Outro Estado,Carro/moto próprio,10,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",Não,1,Ciclismo,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
20/03/2023 09:36:38,UFPR,TC - Tecnologia,Pós-Doutorado,Ciências Exatas,2015,UFSM,Iniciação científica,2015,2017,UFSM,11,CNPQ,1,0,Sim,"Statistica, Excel ou similares",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,167,82,06/08/1993,Bolsista em tempo integral,Com amigos,1,Interior do Paraná,A pé,30,40,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,4,Musculação,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
20/03/2023 09:37:06,UFPR,ET - Exatas,Mestrado Profissional,Ciências Exatas,2009,UFPR,Centro acadêmico ,,,,0,Não,1,0,Sim,"Minitab, Excel ou similares, Matlab",Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,174,70,01/07/1982,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Curitiba,Carro/moto próprio,30,20,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,2,Corrida,28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",31
20/03/2023 09:39:36,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2005,UFPR,Não participei,2009,2011,UFPR,2,Não,0,1,Sim,"R, Excel ou similares, Matlab",Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,172,98,05/05/1982,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Curitiba,Carro/moto próprio,30,0,Gato,Não toco nenhum instrumento,Linkedin,Sim,4,Musculação,35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
20/03/2023 09:40:56,UEM,,Doutorado,Ciências Exatas,2019,UEAP,Iniciação científica,2020,2023,UEM,0,Não,1,0,Sim,Excel ou similares,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo programa de Pós-graduação de Engenharia Química da UEM,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,154,48,09/07/1993,Desempregada ,"Pensão, quarto alugado ou algo similar",3,Outro Estado,A pé,20,4,Não possuo,Violão,"Facebook, Google+, Instagram, Linkedin",Não,0,Nenhuma,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
20/03/2023 09:40:58,UEPG,,Doutorado,Ciências Biológicas,2012,CESCAGE,Não participei,2016,2018,UEPG,2,Não,1,1,Sim,Excel ou similares,Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,158,64,28/10/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,Carro/moto próprio,120,0,Cachorro,Não toco nenhum instrumento,Facebook,Sim,3,Bicicleta ,33,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 09:42:39,UNIOESTE,,Doutorado,Ciências Exatas,2018,UDESC,"Iniciação científica, Monitoria",2019,2021,UNIOESTE,3,CNPQ,1,3,Sim,"R, Statistica, Excel ou similares, Primer-e",Certamente sim,10,Conseguir um emprego.,Pelo programa de pós graduação,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,175,80,20/07/1996,Bolsista em tempo integral,Sozinho,1,Outro Estado,Bicicleta,10,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,Ciclismo,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
20/03/2023 09:43:43,UTFPR,,Doutorado,Ciências Exatas,2009,Unipar,Não participei,2015,2016,Unioeste - Campus Marechal Candido Rondon,3,Não,1,0,Sim,"R, SPSS",Não sei ainda,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,169,89,28/12/1978,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,Carro/moto próprio,240,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",Sim,2,Corrida,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 09:46:07,UFPR,CT - Ciências da Terra,Doutorado,Ciências Biológicas,2017,UFPR,Projeto de extensão,2018,2020,UFPR,1,CAPES,3,1,Sim,R,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,183,77,04/04/1993,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,Bicicleta,10,0,"Cachorro, Gato",Violão,"Facebook, Twitter, Instagram, Linkedin",Sim,3,Jiu jitsu ,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
20/03/2023 09:47:38,UTFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2021,UNILA,"Iniciação científica, Monitoria, Projeto de extensão",,,UFPR,3,Não,2,0,Não,"R, Statistica, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,151,91,12/02/1992,RESIDENTE TECNICO AIT,Sozinho,3,Outro País,A pé,30,0,Gato,"Teclado, Outro","Facebook, Instagram, Linkedin",Sim,3,"Caminhada, Musculação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
20/03/2023 09:48:58,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2018,UFPR,Iniciação científica,2019,2021,UFPR,2,CAPES,2,1,Sim,"R, Minitab, Excel ou similares, PAST",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Sim,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,169,58,08/05/1993,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Bicicleta,15,0,"Cachorro, Gato",Não toco nenhum instrumento,Instagram,Não,0,Nenhuma,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
20/03/2023 09:51:29,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2019,PUC/PR,Não participei,,,,0,Não,0,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,166,63,26/10/1995,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Curitiba,Carro/moto próprio,45,1,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Sim,5,"Caminhada, Musculação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",18
20/03/2023 09:53:56,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UFSC,"Iniciação científica, Monitoria",,,,4,CNPQ,1,0,Sim,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,187,85,05/05/1999,Bolsista em tempo integral,Com outros familiares,1,Outro Estado,Transporte público,35,6,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Sim,6,"Corrida, Musculação, Pilates",26,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
20/03/2023 09:54:02,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UFPR,Iniciação científica,,,UFPR,0,Não,1,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,157,55,06/10/1999,não trabalho,Com os pais,0,Curitiba,Carro/moto próprio,25,10,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Sim,5,Musculação,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
20/03/2023 09:56:10,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2011,ufra,"Monitoria, Projeto de extensão",2018,2020,ifpa,10,Não,1,0,Sim,"R, Excel ou similares, Matlab",Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,158,70,21/01/1987,servidora federal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,A pé,30,4,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,36,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
20/03/2023 09:56:14,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2012,UFSM,Monitoria,2015,2017,UFPR,2,Não,1,1,Não,Nunca usei,Certamente sim,5,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,175,85,20/05/1988,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Outro Estado,Carro/moto próprio,600,0,Não possuo,"Violão, Guitarra, Contrabaixo, Bateria",Instagram,Sim,2,Muay Thai,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",0
20/03/2023 09:59:32,UFPR,CH - Humanas,Doutorado,Ciências Humanas,2012,PUCPR,Não participei,2018,2021,UFPR,3,LDE,2,2,Sim,"R, Minitab, SPSS, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,179,75,27/09/1987,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,Carro/moto próprio,45,0,Não possuo,Não toco nenhum instrumento,Instagram,Sim,4,RUGBY EM CR,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 10:00:55,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2017,UFPE,Monitoria,2020,2022,UFPE,4,CAPES,4,3,Sim,"SPSS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,158,58,17/04/1993,Bolsista em tempo integral,Com os pais,1,Outro Estado,A pé,30,10,Não possuo,Violão,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
20/03/2023 10:03:27,UTFPR,AG - Agrárias,Doutorado,Ciências Exatas,2020,IFPA,"PET, Projeto de extensão",2021,2023,UTFPR - Campus Pato Branco ,6,CAPES,3,1,Sim,"R, Minitab, Excel ou similares, Genes",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,173,81,01/06/1993,Bolsista em tempo integral,Com amigos,1,Outro Estado,Transporte público,7,0,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Sim,5,"Caminhada, Musculação",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 10:06:15,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2021,UFRGS,"Iniciação científica, Projeto de extensão",2021,2023,UFRGS,8,Fundação Araucária,2,0,Sim,Excel ou similares,Não sei ainda,5,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,161,54,28/08/1995,Bolsista em tempo integral,Sozinho,1,Outro Estado,Transporte público,45,8,Gato,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Sim,3,Musculação,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 10:18:37,UNILA,ET - Exatas,Doutorado,Ciências Exatas,2014,Pontifícia Universidade Católica de Goiás,Não participei,2015,2017,Universidade Federal de Goiás,3,Não,1,1,Não,Nunca usei,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,154,48,15/08/1991,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,15,0,Não possuo,Teclado,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,33,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 10:18:53,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,1999,UFSC,"Iniciação científica, Monitoria, Empresa Júnior",2006,2008,UFSC,8,Não,1,0,Sim,"Excel ou similares, GRAPHPAD PRISMA",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,176,98,22/12/1977,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,120,0,Gato,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Não,3,"Caminhada, Corrida",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
